Product,GEO,Gender,scene_1_lipsync,scene_2_lipsync,scene_3_lipsync,Broll,Endcard,BROLL S3 URL,ENDCARD S3 URL
paga_tus_servicios,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/32_paga_tus_servicios-MLA-male/32_paga_tus_servicios-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/32_paga_tus_servicios-MLA-male/32_paga_tus_servicios-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/32_paga_tus_servicios-MLA-male/32_paga_tus_servicios-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/3_paga_tus_servicios-MLA-male/3_paga_tus_servicios-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/3_paga_tus_servicios-MLA-male/3_paga_tus_servicios-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/3_paga_tus_servicios-MLA-male/3_paga_tus_servicios-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/58_paga_tus_servicios-MLA-male/58_paga_tus_servicios-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/58_paga_tus_servicios-MLA-male/58_paga_tus_servicios-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/58_paga_tus_servicios-MLA-male/58_paga_tus_servicios-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/61_paga_tus_servicios-MLA-female/61_paga_tus_servicios-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/61_paga_tus_servicios-MLA-female/61_paga_tus_servicios-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/61_paga_tus_servicios-MLA-female/61_paga_tus_servicios-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/62_paga_tus_servicios-MLA-male/62_paga_tus_servicios-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/62_paga_tus_servicios-MLA-male/62_paga_tus_servicios-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/62_paga_tus_servicios-MLA-male/62_paga_tus_servicios-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/63_paga_tus_servicios-MLA-female/63_paga_tus_servicios-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/63_paga_tus_servicios-MLA-female/63_paga_tus_servicios-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/63_paga_tus_servicios-MLA-female/63_paga_tus_servicios-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/64_paga_tus_servicios-MLA-female/64_paga_tus_servicios-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/64_paga_tus_servicios-MLA-female/64_paga_tus_servicios-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/64_paga_tus_servicios-MLA-female/64_paga_tus_servicios-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/65_paga_tus_servicios-MLA-male/65_paga_tus_servicios-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/65_paga_tus_servicios-MLA-male/65_paga_tus_servicios-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/65_paga_tus_servicios-MLA-male/65_paga_tus_servicios-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/66_paga_tus_servicios-MLA-male/66_paga_tus_servicios-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/66_paga_tus_servicios-MLA-male/66_paga_tus_servicios-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/66_paga_tus_servicios-MLA-male/66_paga_tus_servicios-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
paga_tus_servicios,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/67_paga_tus_servicios-MLA-female/67_paga_tus_servicios-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/67_paga_tus_servicios-MLA-female/67_paga_tus_servicios-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/67_paga_tus_servicios-MLA-female/67_paga_tus_servicios-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1Ws1XC-0AyvEdyZL5-yfUrzWITI2pMUSW/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA - Pagá tus servicios ahora.mov
prestamo_personal,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/11_prestamo_personal-MLA-male/11_prestamo_personal-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/11_prestamo_personal-MLA-male/11_prestamo_personal-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/11_prestamo_personal-MLA-male/11_prestamo_personal-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1TNAu48Ud1d2i1EnKDwIX7gd5m2IQxw8-/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Pedí tu Préstamo Personal.mov
prestamo_personal,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/12_prestamo_personal-MLA-female/12_prestamo_personal-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/12_prestamo_personal-MLA-female/12_prestamo_personal-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/12_prestamo_personal-MLA-female/12_prestamo_personal-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1TNAu48Ud1d2i1EnKDwIX7gd5m2IQxw8-/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Pedí tu Préstamo Personal.mov
prestamo_personal,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/39_prestamo_personal-MLA-female/39_prestamo_personal-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/39_prestamo_personal-MLA-female/39_prestamo_personal-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/39_prestamo_personal-MLA-female/39_prestamo_personal-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1TNAu48Ud1d2i1EnKDwIX7gd5m2IQxw8-/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Pedí tu Préstamo Personal.mov
prestamo_personal,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/40_prestamo_personal-MLA-male/40_prestamo_personal-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/40_prestamo_personal-MLA-male/40_prestamo_personal-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/40_prestamo_personal-MLA-male/40_prestamo_personal-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_h04GUEoSWJUdnog3Dv-KFRL9QAIOYhF/view?usp=drive_link,https://drive.google.com/file/d/1TNAu48Ud1d2i1EnKDwIX7gd5m2IQxw8-/view?usp=sharing,s3://meli-ai.filmmaker/MP-Users/Assets/INGRESO-APP-MLA_v2.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Pedí tu Préstamo Personal.mov
rendimientos,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/33_rendimientos-MLA-female/33_rendimientos-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/33_rendimientos-MLA-female/33_rendimientos-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/33_rendimientos-MLA-female/33_rendimientos-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_LyU_XVrCD2fMdNMIpTDX2N3wE2Zebpo/view?usp=drive_link,https://drive.google.com/file/d/1ll6z3KvG8cN7p0-5IfQsTgBCQz4xhCVF/view?usp=drive_link,s3://meli-ai.filmmaker/MP-Users/Assets/RENTABILIDAD-MLA.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Activá tus rendimientos.mov
rendimientos,MLA,male,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/34_rendimientos-MLA-male/34_rendimientos-MLA-male_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/34_rendimientos-MLA-male/34_rendimientos-MLA-male_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/34_rendimientos-MLA-male/34_rendimientos-MLA-male_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_LyU_XVrCD2fMdNMIpTDX2N3wE2Zebpo/view?usp=drive_link,https://drive.google.com/file/d/1ll6z3KvG8cN7p0-5IfQsTgBCQz4xhCVF/view?usp=drive_link,s3://meli-ai.filmmaker/MP-Users/Assets/RENTABILIDAD-MLA.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Activá tus rendimientos.mov
rendimientos,MLA,female,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/5_rendimientos-MLA-female/5_rendimientos-MLA-female_scene_1_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/5_rendimientos-MLA-female/5_rendimientos-MLA-female_scene_2_lipsync.mp4,https://s3.us-east-2.amazonaws.com/meli-ai.filmmaker/MP-Users/MLA_NEW/5_rendimientos-MLA-female/5_rendimientos-MLA-female_scene_3_lipsync.mp4,https://drive.google.com/file/d/1_LyU_XVrCD2fMdNMIpTDX2N3wE2Zebpo/view?usp=drive_link,https://drive.google.com/file/d/1ll6z3KvG8cN7p0-5IfQsTgBCQz4xhCVF/view?usp=drive_link,s3://meli-ai.filmmaker/MP-Users/Assets/RENTABILIDAD-MLA.mov,s3://meli-ai.filmmaker/MP-Users/Assets/MLA- Activá tus rendimientos.mov
